question,abstract,id,cohere_answer
What are the key assumptions and processes involved in the development of kinetic cascades in plasma turbulence in astrophysical plasmas?,"  We present a theoretical framework for plasma turbulence in astrophysical
plasmas (solar wind, interstellar medium, galaxy clusters, accretion disks).
The key assumptions are that the turbulence is anisotropic with respect to the
mean magnetic field and frequencies are low compared to the ion cyclotron
frequency. The energy injected at the outer scale scale has to be converted
into heat, which ultimately cannot be done without collisions. A KINETIC
CASCADE develops that brings the energy to collisional scales both in space and
velocity. Its nature depends on the physics of plasma fluctuations. In each of
the physically distinct scale ranges, the kinetic problem is systematically
reduced to a more tractable set of equations. In the ""inertial range"" above the
ion gyroscale, the kinetic cascade splits into a cascade of Alfvenic
fluctuations, which are governed by the RMHD equations at both the collisional
and collisionless scales, and a passive cascade of compressive fluctuations,
which obey a linear kinetic equation along the moving field lines associated
with the Alfvenic component. In the ""dissipation range"" between the ion and
electron gyroscales, there are again two cascades: the kinetic-Alfven-wave
(KAW) cascade governed by two fluid-like Electron RMHD equations and a passive
phase-space cascade of ion entropy fluctuations. The latter cascade brings the
energy of the inertial-range fluctuations that was damped by collisionless
wave-particle interaction at the ion gyroscale to collisional scales in the
phase space and leads to ion heating. The KAW energy is similarly damped at the
electron gyroscale and converted into electron heat. Kolmogorov-style scaling
relations are derived for these cascades. Astrophysical and space-physical
applications are discussed in detail.
",0704.0044,"The development of kinetic cascades in plasma turbulence in astrophysical plasmas involves several key assumptions and processes. Here are the important ones:

- The presence of turbulent motions at weakly collisional and collisionless scales in various astrophysical plasmas, such as the solar wind, interstellar medium, and galaxy clusters.
- The fundamental challenge is to understand how the turbulent fluctuation energy injected at the outer scale is cascaded to small scales and deposited into particle heat.
- The concept of a ""kinetic cascade,"" which generalizes the familiar energy cascade in fluid turbulence to the kinetic framework, is central to the theory.
- The use of simplified models, derived from the full kinetic theory, that are more tractable analytically and numerically while still capturing the essential physics of the kinetic cascade.
- The distinction between fluid and kinetic models, with the latter being necessary to describe the behavior of plasma fluctuations along the cascade pathway.
- The role of collisions and collisionless processes in dissipating the generalized energy injected by outer-scale stirring.
- The application of the theoretical framework to specific astrophysical contexts, such as the interstellar medium, accretion disks, and galaxy clusters.
- The consideration of various scale ranges and the development of reduced kinetic, fluid, and hybrid descriptions to understand the physics of the kinetic cascade in each range.
- The inclusion of gyrokinetic theory to account for the ""fluid"" and ""kinetic"" aspects of plasma turbulence and the branching pathways of the generalized energy cascade in phase space.
- The investigation of turbulent cascades of density and magnetic fluctuations, particularly at or below the ion gyroscale.
- The role of linear collisionless damping and its relation to the conversion of energy into ion entropy fluctuations during the nonlinear turbulent cascade."
How does the combined action of variable topography and bottom friction affect the propagation of undular bores in shallow-water solitary and nonlinear periodic waves over a gradual slope?,"  This paper considers the propagation of shallow-water solitary and nonlinear
periodic waves over a gradual slope with bottom friction in the framework of a
variable-coefficient Korteweg-de Vries equation. We use the Whitham averaging
method, using a recent development of this theory for perturbed integrable
equations. This general approach enables us not only to improve known results
on the adiabatic evolution of isolated solitary waves and periodic wave trains
in the presence of variable topography and bottom friction, modeled by the
Chezy law, but also importantly, to study the effects of these factors on the
propagation of undular bores, which are essentially unsteady in the system
under consideration. In particular, it is shown that the combined action of
variable topography and bottom friction generally imposes certain global
restrictions on the undular bore propagation so that the evolution of the
leading solitary wave can be substantially different from that of an isolated
solitary wave with the same initial amplitude. This non-local effect is due to
nonlinear wave interactions within the undular bore and can lead to an
additional solitary wave amplitude growth, which cannot be predicted in the
framework of the traditional adiabatic approach to the propagation of solitary
waves in slowly varying media.
",0704.0045,The combined action of variable topography and bottom friction imposes certain global restrictions on the propagation of undular bores in shallow-water solitary and nonlinear periodic waves over a gradual slope. This results in substantial changes to the evolution of the leading solitary wave. The lead solitary wave in the undular bore moves faster and has a greater amplitude compared to an isolated solitary wave with the same initial amplitude at the start of the slope.
What is the significance of the quantum law of large numbers in proving the conjecture about the limit of entropy in certain mixtures as system size approaches infinity?,"  In a quantum mechanical model, Diosi, Feldmann and Kosloff arrived at a
conjecture stating that the limit of the entropy of certain mixtures is the
relative entropy as system size goes to infinity. The conjecture is proven in
this paper for density matrices. The first proof is analytic and uses the
quantum law of large numbers. The second one clarifies the relation to channel
capacity per unit cost for classical-quantum channels. Both proofs lead to
generalization of the conjecture.
",0704.0046,"The quantum law of large numbers is significant in proving the conjecture about the limit of entropy in certain mixtures as the system size approaches infinity. It provides a framework to analyze the behavior of quantum systems in the limit of large dimensions, allowing for the application of analytical techniques from classical probability theory. By assuming that the density matrices ρ and σ are invertible and using the GNS-construction with respect to the limit of product states, the authors of the paper utilize the quantum law of large numbers to prove the conjecture and establish the convergence of the entropy of the mixture to the relative entropy."
What factors affect the accuracy of the intelligent acoustic emission source locator in locating acoustic emissions on aircraft frame structures?,"  The intelligent acoustic emission locator is described in Part I, while Part
II discusses blind source separation, time delay estimation and location of two
simultaneously active continuous acoustic emission sources.
  The location of acoustic emission on complicated aircraft frame structures is
a difficult problem of non-destructive testing. This article describes an
intelligent acoustic emission source locator. The intelligent locator comprises
a sensor antenna and a general regression neural network, which solves the
location problem based on learning from examples. Locator performance was
tested on different test specimens. Tests have shown that the accuracy of
location depends on sound velocity and attenuation in the specimen, the
dimensions of the tested area, and the properties of stored data. The location
accuracy achieved by the intelligent locator is comparable to that obtained by
the conventional triangulation method, while the applicability of the
intelligent locator is more general since analysis of sonic ray paths is
avoided. This is a promising method for non-destructive testing of aircraft
frame structures by the acoustic emission method.
",0704.0047,"The accuracy of the intelligent acoustic emission source locator in locating acoustic emissions on aircraft frame structures depends on sound velocity and attenuation in the specimen, the dimensions of the tested area, and the properties of stored data."
What are the advantages of using a Markov Chain Monte Carlo approach in signal evaluation for white dwarf binaries in the Mock LISA Data Challenges?,"  We report on the analysis of selected single source data sets from the first
round of the Mock LISA Data Challenges (MLDC) for white dwarf binaries. We
implemented an end-to-end pipeline consisting of a grid-based coherent
pre-processing unit for signal detection, and an automatic Markov Chain Monte
Carlo post-processing unit for signal evaluation. We demonstrate that signal
detection with our coherent approach is secure and accurate, and is increased
in accuracy and supplemented with additional information on the signal
parameters by our Markov Chain Monte Carlo approach. We also demonstrate that
the Markov Chain Monte Carlo routine is additionally able to determine
accurately the noise level in the frequency window of interest.
",0704.0048,"The Markov Chain Monte Carlo (MCMC) approach offers several advantages for signal evaluation in white dwarf binaries as part of the Mock LISA Data Challenges (MLDC). Firstly, it provides accurate signal detection and improves the accuracy of the coherent approach used in the first stage of the pipeline. Secondly, the MCMC method can determine the noise level in the frequency domain, which is crucial for the second round of the MLDC involving a galactic white dwarf binary population. Thirdly, the MCMC technique is used to obtain probability density functions on the model parameters, allowing for a more comprehensive understanding of the system. Finally, the MCMC algorithm can identify the most promising individual candidate signals, and its automatic nature streamlines the data analysis process."
What is the total number of isomorphism classes of smooth Fano d-polytopes that have been classified using the algorithm presented in the study for d<=7?,"  We present an algorithm that produces the classification list of smooth Fano
d-polytopes for any given d. The input of the algorithm is a single number,
namely the positive integer d. The algorithm has been used to classify smooth
Fano d-polytopes for d<=7. There are 7622 isomorphism classes of smooth Fano
6-polytopes and 72256 isomorphism classes of smooth Fano 7-polytopes.
",0704.0049,"The algorithm presented in the study has classified a total of 7622 isomorphism classes of smooth Fano 6-polytopes and 72,256 isomorphism classes of smooth Fano 7-polytopes, resulting in a total of 79,878 isomorphism classes for d <= 7."
What are the potential applications of blind source separation using independent component analysis in non-destructive testing of aircraft frame structures through acoustic emission analysis?,"  Part I describes an intelligent acoustic emission locator, while Part II
discusses blind source separation, time delay estimation and location of two
continuous acoustic emission sources.
  Acoustic emission (AE) analysis is used for characterization and location of
developing defects in materials. AE sources often generate a mixture of various
statistically independent signals. A difficult problem of AE analysis is
separation and characterization of signal components when the signals from
various sources and the mode of mixing are unknown. Recently, blind source
separation (BSS) by independent component analysis (ICA) has been used to solve
these problems. The purpose of this paper is to demonstrate the applicability
of ICA to locate two independent simultaneously active acoustic emission
sources on an aluminum band specimen. The method is promising for
non-destructive testing of aircraft frame structures by acoustic emission
analysis.
",0704.0050,"The potential applications of blind source separation (BSS) using independent component analysis (ICA) in non-destructive testing of aircraft frame structures through acoustic emission analysis include:

- Separation and characterization of signal components from various sources, even when the signals are mixed and the mode of mixing is unknown.
- Location and characterization of defects, such as cracks or leaks, by analyzing acoustic emissions (AE) generated by these defects.
- Improved accuracy in locating continuous AE sources on one-dimensional specimens, such as aluminum bands.
- The ability to locate more than one source simultaneously on a test specimen, making it a promising method for aircraft and airspace structural testing.
- Enhanced defect detection and characterization in materials with complicated geometries, such as aircraft frame structures involving bolts, fasteners, and plates."
How can physicists effectively explain the phenomenon of quantum teleportation to non-scientists using a novel visualization method?,"  A novel way of picturing the processing of quantum information is described,
allowing a direct visualization of teleportation of quantum states and
providing a simple and intuitive understanding of this fascinating phenomenon.
The discussion is aimed at providing physicists a method of explaining
teleportation to non-scientists. The basic ideas of quantum physics are first
explained in lay terms, after which these ideas are used with a graphical
description, out of which teleportation arises naturally.
",0704.0051,"Physicists can explain the concept of quantum teleportation to non-scientists by first introducing the basic ideas of quantum physics in layman's terms and then using a graphical description for a more intuitive understanding. This novel visualization method involves using simple diagrams to represent states of multiple quantum coins held by two different parties. By illustrating how these diagrams depict quantum states and how they change during measurements, physicists can provide a direct visualization of teleportation. This approach relies mostly on ""pictures"" rather than complex mathematical equations, making it easier for non-scientists to grasp the fascinating phenomenon of quantum teleportation."
What is the method used to construct a unitary representation of the isometry group of a Lorentzian manifold in scalar quantum field theory on static space-times?,"  We study space-time symmetries in scalar quantum field theory (including
interacting theories) on static space-times. We first consider Euclidean
quantum field theory on a static Riemannian manifold, and show that the
isometry group is generated by one-parameter subgroups which have either
self-adjoint or unitary quantizations. We analytically continue the
self-adjoint semigroups to one-parameter unitary groups, and thus construct a
unitary representation of the isometry group of the associated Lorentzian
manifold. The method is illustrated for the example of hyperbolic space, whose
Lorentzian continuation is Anti-de Sitter space.
",0704.0052,The method used to construct a unitary representation of the isometry group of a Lorentzian manifold in scalar quantum field theory on static space-times involves analytically continuing self-adjoint semigroups to one-parameter unitary groups.
What are the various relationships between different types of special Finsler manifolds introduced in the paper?,"  The aim of the present paper is to provide a global presentation of the
theory of special Finsler manifolds. We introduce and investigate globally (or
intrinsically, free from local coordinates) many of the most important and most
commonly used special Finsler manifolds: locally Minkowskian, Berwald,
Landesberg, general Landesberg, $P$-reducible, $C$-reducible,
semi-$C$-reducible, quasi-$C$-reducible, $P^{*}$-Finsler, $C^{h}$-recurrent,
$C^{v}$-recurrent, $C^{0}$-recurrent, $S^{v}$-recurrent, $S^{v}$-recurrent of
the second order, $C_{2}$-like, $S_{3}$-like, $S_{4}$-like, $P_{2}$-like,
$R_{3}$-like, $P$-symmetric, $h$-isotropic, of scalar curvature, of constant
curvature, of $p$-scalar curvature, of $s$-$ps$-curvature. The global
definitions of these special Finsler manifolds are introduced. Various
relationships between the different types of the considered special Finsler
manifolds are found. Many local results, known in the literature, are proved
globally and several new results are obtained. As a by-product, interesting
identities and properties concerning the torsion tensor fields and the
curvature tensor fields are deduced. Although our investigation is entirely
global, we provide; for comparison reasons, an appendix presenting a local
counterpart of our global approach and the local definitions of the special
Finsler spaces considered.
",0704.0053,"The paper introduces and investigates various types of special Finsler manifolds, including locally Minkowskian, Berwald, Landesberg, general Landesberg, P-reducible, C-reducible, semi-C-reducible, quasi-C-reducible, P*-Finsler, Ch-recurrent, Cv-recurrent, C0-recurrent, Sv-recurrent, and Sv-recurrent of the second order. 

It also defines and explores specific types within this category, such as C2-like, S3-like, S4-like, P2-like, R3-like, P-symmetric, and h-isotropic Finsler manifolds. 

The paper then delves into the relationships between these different types of special Finsler manifolds. It mentions that various relationships between the different types are found and discussed in a dedicated section. While specific details of these relationships are not provided in the given context, the paper emphasizes that it offers a global investigation and proves several new results."
"What are the interpolation properties of elements in the Hardy-Lorentz spaces $H^{p,q}(R^n)$ with $0<p\le 1$ and $0<q\le \infty$?","  In this paper we consider the Hardy-Lorentz spaces $H^{p,q}(R^n)$, with
$0<p\le 1$, $0<q\le \infty$. We discuss the atomic decomposition of the
elements in these spaces, their interpolation properties, and the behavior of
singular integrals and other operators acting on them.
",0704.0054,"The interpolation properties of elements in the Hardy-Lorentz spaces $H^{p,q}(R^n)$ with $0 < p \leq 1$ and $0 < q \leq \infty$ are discussed in the paper. The atomic decomposition is key to dealing with interpolation, as neither truncations nor reiteration apply in this context. The paper identifies the intermediate spaces of a couple of Hardy-Lorentz spaces with the same first index $p \leq 1$. Specifically, given $0 < q1 < q < q2 \leq \infty$, and defining $0 < \eta < 1$ by the relation $1/q = (1 - \eta)/q1 + \eta/q2$, the paper shows that, with equivalent quasinorms, $H^{p,q} = (H^{p,q1}, H^{p,q2})^\eta,q$."
How does the use of a van der Waals density functional (vdW-DF) approach affect the stability and structural parameters of graphite and potassium-intercalated graphite compared to traditional semilocal density functional theory calculations?,"  Potassium intercalation in graphite is investigated by first-principles
theory. The bonding in the potassium-graphite compound is reasonably well
accounted for by traditional semilocal density functional theory (DFT)
calculations. However, to investigate the intercalate formation energy from
pure potassium atoms and graphite requires use of a description of the graphite
interlayer binding and thus a consistent account of the nonlocal dispersive
interactions. This is included seamlessly with ordinary DFT by a van der Waals
density functional (vdW-DF) approach [Phys. Rev. Lett. 92, 246401 (2004)]. The
use of the vdW-DF is found to stabilize the graphite crystal, with crystal
parameters in fair agreement with experiments. For graphite and
potassium-intercalated graphite structural parameters such as binding
separation, layer binding energy, formation energy, and bulk modulus are
reported. Also the adsorption and sub-surface potassium absorption energies are
reported. The vdW-DF description, compared with the traditional semilocal
approach, is found to weakly soften the elastic response.
",0704.0055,"The use of a van der Waals density functional (vdW-DF) approach is found to stabilize the graphite crystal, with crystal parameters in fair agreement with experiments. This is in contrast to traditional semilocal density functional theory (DFT) calculations, which fail to describe graphite accurately due to their inability to treat weak vdW binding correctly. 

The vdW-DF approach is particularly important for investigating the intercalation process of potassium in graphite, as it includes the dispersive interactions needed for a consistent study. It predicts a stabilized bulk system for clean graphite, with equilibrium crystal parameters, while traditional semilocal DFT implementations do not. 

Additionally, the vdW-DF description provides insights into the nature of bonding in graphite and potassium-intercalated graphite (C8K), as well as the process of intercalation through potassium adsorption and absorption. It allows for a comparison of graphite and C8K properties, which is essential for understanding the effects of intercalation. 

In terms of structural parameters, the vdW-DF approach yields results for binding separation, layer binding energy, formation energy, and bulk modulus for both graphite and potassium-intercalated graphite. These parameters are not accurately described by traditional semilocal DFT methods due to their limitations in treating weak vdW interactions. 

In summary, the vdW-DF approach improves the stability and accuracy of structural parameters for graphite and potassium-intercalated graphite compared to traditional semilocal DFT calculations, making it a valuable tool for studying these materials."
"What are the prominent features of the nematic liquid crystal model studied, including pressure-driven reentrant melting and the stabilization of a columnar phase?","  We study a simple model of a nematic liquid crystal made of parallel
ellipsoidal particles interacting via a repulsive Gaussian law. After
identifying the relevant solid phases of the system through a careful
zero-temperature scrutiny of as many as eleven candidate crystal structures, we
determine the melting temperature for various pressure values, also with the
help of exact free energy calculations. Among the prominent features of this
model are pressure-driven reentrant melting and the stabilization of a columnar
phase for intermediate temperatures.
",0704.0056,"The prominent features of the nematic liquid crystal model studied include pressure-driven reentrant melting and the stabilization of a columnar phase for intermediate temperatures. The model consists of equally-oriented hard ellipsoids with an attractive spherical well, and it exhibits a phase as well as pressure-driven reentrance of the nematic phase. The interest in the GCN model is purely theoretical, as hard-core ellipsoids provide a more physically realistic model of liquid crystals."
How does the interplay of crystal field splitting and Hund coupling affect the phase boundaries and orbital fillings in a two-orbital model with two electrons or holes in the e_g shell?,"  We study the interplay of crystal field splitting and Hund coupling in a
two-orbital model which captures the essential physics of systems with two
electrons or holes in the e_g shell. We use single site dynamical mean field
theory with a recently developed impurity solver which is able to access strong
couplings and low temperatures. The fillings of the orbitals and the location
of phase boundaries are computed as a function of Coulomb repulsion, exchange
coupling and crystal field splitting. We find that the Hund coupling can drive
the system into a novel Mott insulating phase with vanishing orbital
susceptibility. Away from half-filling, the crystal field splitting can induce
an orbital selective Mott state.
",0704.0057,"The interplay of crystal field splitting and Hund coupling in a two-orbital model with two electrons or holes in the eg shell can lead to two distinct Mott insulating phases. The crystal field splitting can induce an orbital-selective Mott transition, and the Hund coupling can drive the system into a novel Mott insulating phase. The fillings of the orbitals and the location of phase boundaries are computed as functions of Coulomb repulsion, exchange coupling, and crystal field splitting."
What experiments could be conducted to test the claims made about the rarity of intelligent life in the universe and the implications of the excess of matter over antimatter on the acceleration of the universe?,"  I shall present three arguments for the proposition that intelligent life is
very rare in the universe. First, I shall summarize the consensus opinion of
the founders of the Modern Synthesis (Simpson, Dobzhanski, and Mayr) that the
evolution of intelligent life is exceedingly improbable. Second, I shall
develop the Fermi Paradox: if they existed they'd be here. Third, I shall show
that if intelligent life were too common, it would use up all available
resources and die out. But I shall show that the quantum mechanical principle
of unitarity (actually a form of teleology!) requires intelligent life to
survive to the end of time. Finally, I shall argue that, if the universe is
indeed accelerating, then survival to the end of time requires that intelligent
life, though rare, to have evolved several times in the visible universe. I
shall argue that the acceleration is a consequence of the excess of matter over
antimatter in the universe. I shall suggest experiments to test these claims.
",0704.0058,"The paper proposes testing the hypothesis that the excess of matter over antimatter is responsible for the universal acceleration. This can be done using a modification of the equipment that originally discovered the Cosmic Microwave Background Radiation (CMBR). The experiment would involve testing whether the excess of matter over antimatter is generated by a special boundary condition on the fields of the Standard Model. 

Additionally, the paper mentions that the hypothesis of intelligent life being rare in the universe could be tested by looking for other intelligent species in the universe. However, due to the limited resources argument, these intelligent life forms are expected to be rare, with roughly one species per Hubble volume. As a result, any potential observations of other intelligent life forms would be limited by the speed of light and the universal acceleration."
How does the surface gravity of the secondary star in a single-lined eclipsing binary undergoing total eclipses constrain its position in the mass-radius diagram?,"  We derive masses and radii for both components in the single-lined eclipsing
binary HAT-TR-205-013, which consists of a F7V primary and a late M-dwarf
secondary. The system's period is short, $P=2.230736 \pm 0.000010$ days, with
an orbit indistinguishable from circular, $e=0.012 \pm 0.021$. We demonstrate
generally that the surface gravity of the secondary star in a single-lined
binary undergoing total eclipses can be derived from characteristics of the
light curve and spectroscopic orbit. This constrains the secondary to a unique
line in the mass-radius diagram with $M/R^2$ = constant. For HAT-TR-205-013, we
assume the orbit has been tidally circularized, and that the primary's rotation
has been synchronized and aligned with the orbital axis. Our observed line
broadening, $V_{\rm rot} \sin i_{\rm rot} = 28.9 \pm 1.0$ \kms, gives a primary
radius of $R_{\rm A} = 1.28 \pm 0.04$ \rsun. Our light curve analysis leads to
the radius of the secondary, $R_{\rm B} = 0.167 \pm 0.006$ \rsun, and the
semimajor axis of the orbit, $a = 7.54 \pm 0.30 \rsun = 0.0351 \pm 0.0014$ AU.
Our single-lined spectroscopic orbit and the semimajor axis then yield the
individual masses, $M_{\rm B} = 0.124 \pm 0.010$ \msun and $M_{\rm A} = 1.04
\pm 0.13$ \msun. Our result for HAT-TR-205-013 B lies above the theoretical
mass-radius models from the Lyon group, consistent with results from
double-lined eclipsing binaries. The method we describe offers the opportunity
to study the very low end of the stellar mass-radius relation.
",0704.0059,The surface gravity of the secondary star in a single-lined eclipsing binary can be determined using characteristics of the light curve and the spectroscopic orbit. This constrains the star to a unique line in the mass-radius diagram.
What are the implications of retardation effects and Coulomb distortion on the Coulomb excitation of low-lying states of unstable nuclei in intermediate energy collisions?,"  We investigate the Coulomb excitation of low-lying states of unstable nuclei
in intermediate energy collisions ($E_{lab}\sim10-500$ MeV/nucleon). It is
shown that the cross sections for the $E1$ and $E2$ transitions are larger at
lower energies, much less than 10 MeV/nucleon. Retardation effects and Coulomb
distortion are found to be both relevant for energies as low as 10 MeV/nucleon
and as high as 500 MeV/nucleon. Implications for studies at radioactive beam
facilities are discussed.
",0704.0060,"Retardation effects and Coulomb distortion are crucial factors in Coulomb excitation, significantly impacting the cross sections for E1 and E2 transitions. These effects are relevant across a broad energy range, from as low as 10 MeV/nucleon to as high as 500 MeV/nucleon. Their influence on the cross sections highlights the importance of considering these factors when studying unstable nuclei through Coulomb excitation, especially in the context of radioactive beam facilities and understanding the behavior of low-lying nuclear states."
What are the main techniques used in the investigation of $\lambda$-intersection bodies and how do they contribute to the understanding of this class of geometric objects?,"  Intersection bodies represent a remarkable class of geometric objects
associated with sections of star bodies and invoking
  Radon transforms, generalized cosine transforms, and the relevant Fourier
analysis. The main focus of this article is interrelation between generalized
cosine transforms of different kinds in the context of their application to
investigation of a certain family of intersection bodies, which we call
$\lam$-intersection bodies. The latter include $k$-intersection bodies (in the
sense of A. Koldobsky) and unit balls of finite-dimensional subspaces of
$L_p$-spaces. In particular, we show that restrictions onto lower dimensional
subspaces of the spherical Radon transforms and the generalized cosine
transforms preserve their integral-geometric structure. We apply this result to
the study of sections of $\lam$-intersection bodies. New characterizations of
this class of bodies are obtained and examples are given. We also review some
known facts and give them new proofs.
",0704.0061,"The investigation of λ-intersection bodies involves utilizing auxiliary statements from Section 3 of the provided text, which includes the famous embedding of Zhang's class with a generalization to cases where k is replaced by any λ (0, n). The text also mentions that examples of λ-intersection bodies are given, utilizing generalized cosine transforms. Additionally, the paper focuses on the intimate connection between intersection bodies, spherical Radon transforms, and generalized cosine transforms. These transforms play a crucial role in expressing the volume of central cross-sections of star bodies."
What is the expected maximum memory used to decode a sequence of length $n$ with an $m$-state HMM using the on-line Viterbi algorithm compared to the classical Viterbi algorithm?,"  In this paper, we introduce the on-line Viterbi algorithm for decoding hidden
Markov models (HMMs) in much smaller than linear space. Our analysis on
two-state HMMs suggests that the expected maximum memory used to decode
sequence of length $n$ with $m$-state HMM can be as low as $\Theta(m\log n)$,
without a significant slow-down compared to the classical Viterbi algorithm.
Classical Viterbi algorithm requires $O(mn)$ space, which is impractical for
analysis of long DNA sequences (such as complete human genome chromosomes) and
for continuous data streams. We also experimentally demonstrate the performance
of the on-line Viterbi algorithm on a simple HMM for gene finding on both
simulated and real DNA sequences.
",0704.0062,"The expected maximum memory used to decode a sequence of length $n$ with an $m$-state HMM using the on-line Viterbi algorithm is Θ(m log n), while the classical Viterbi algorithm requires O(mn) space."
What are the ongoing efforts to substantiate the early findings of possible neutrinoless double beta decay from 76Ge?,"  Neutrinoless double beta decay is one of the most sensitive approaches in
non-accelerator particle physics to take us into a regime of physics beyond the
standard model. This article is a brief review of the experiments in search of
neutrinoless double beta decay from 76Ge. Following a brief introduction of the
process of double beta decay from 76Ge, the results of the very first
experiments IGEX and Heidelberg-Moscow which give indications of the existence
of possible neutrinoless double beta decay mode has been reviewed. Then ongoing
efforts to substantiate the early findings are presented and the Majorana
experiment as a future experimental approach which will allow a very detailed
study of the neutrinoless decay mode is discussed.
",0704.0063,The text mentions that the Majorana experiment is presented as an ongoing effort to substantiate early findings of possible neutrinoless double beta decay from 76Ge. This experiment is described as a future experimental approach that will allow for a detailed study of the 0ν decay mode.
What is the geometrical interpretation of the nilpotent symmetry invariance in the Lagrangian densities of (non-)Abelian 1-form gauge theories within the superfield formalism?,"  We capture the off-shell as well as the on-shell nilpotent
Becchi-Rouet-Stora-Tyutin (BRST) and anti-BRST symmetry invariance of the
Lagrangian densities of the four (3 + 1)-dimensional (4D) (non-)Abelian 1-form
gauge theories within the framework of the superfield formalism. In particular,
we provide the geometrical interpretations for (i) the above nilpotent symmetry
invariance, and (ii) the above Lagrangian densities, in the language of the
specific quantities defined in the domain of the above superfield formalism.
Some of the subtle points, connected with the 4D (non-)Abelian 1-form gauge
theories, are clarified within the framework of the above superfield formalism
where the 4D ordinary gauge theories are considered on the (4, 2)-dimensional
supermanifold parametrized by the four spacetime coordinates x^\mu (with \mu =
0, 1, 2, 3) and a pair of Grassmannian variables \theta and \bar\theta. One of
the key results of our present investigation is a great deal of simplification
in the geometrical understanding of the nilpotent (anti-)BRST symmetry
invariance.
",0704.0064,The geometrical interpretation of the nilpotent symmetry invariance in the Lagrangian densities of (non-)Abelian 1-form gauge theories is provided within the framework of the superfield formalism.
What is the combinatorial rule for calculating the Littlewood-Richardson polynomials in the family of rings of symmetric functions introduced in the abstract?,"  We introduce a family of rings of symmetric functions depending on an
infinite sequence of parameters. A distinguished basis of such a ring is
comprised by analogues of the Schur functions. The corresponding structure
coefficients are polynomials in the parameters which we call the
Littlewood-Richardson polynomials. We give a combinatorial rule for their
calculation by modifying an earlier result of B. Sagan and the author. The new
rule provides a formula for these polynomials which is manifestly positive in
the sense of W. Graham. We apply this formula for the calculation of the
product of equivariant Schubert classes on Grassmannians which implies a
stability property of the structure coefficients. The first manifestly positive
formula for such an expansion was given by A. Knutson and T. Tao by using
combinatorics of puzzles while the stability property was not apparent from
that formula. We also use the Littlewood-Richardson polynomials to describe the
multiplication rule in the algebra of the Casimir elements for the general
linear Lie algebra in the basis of the quantum immanants constructed by A.
Okounkov and G. Olshanski.
",0704.0065,"The main result of the paper is a combinatorial rule for calculating the Littlewood-Richardson polynomials, which provides a manifestly positive formula. This formula writes cν λµ(a) as a polynomial in the differences ai − aj, i < j, with positive integer coefficients."
What are the possible commutation relations in the Lagrangian quantum theory of free fields and how do they relate to the Heisenberg equations and uniqueness requirements for operators?,"  Possible (algebraic) commutation relations in the Lagrangian quantum theory
of free (scalar, spinor and vector) fields are considered from mathematical
view-point. As sources of these relations are employed the Heisenberg
equations/relations for the dynamical variables and a specific condition for
uniqueness of the operators of the dynamical variables (with respect to some
class of Lagrangians). The paracommutation relations or some their
generalizations are pointed as the most general ones that entail the validity
of all Heisenberg equations. The simultaneous fulfillment of the Heisenberg
equations and the uniqueness requirement turn to be impossible. This problem is
solved via a redefinition of the dynamical variables, similar to the normal
ordering procedure and containing it as a special case. That implies
corresponding changes in the admissible commutation relations. The introduction
of the concept of the vacuum makes narrow the class of the possible commutation
relations; in particular, the mentioned redefinition of the dynamical variables
is reduced to normal ordering. As a last restriction on that class is imposed
the requirement for existing of an effective procedure for calculating vacuum
mean values. The standard bilinear commutation relations are pointed as the
only known ones that satisfy all of the mentioned conditions and do not
contradict to the existing data.
",0704.0066,"The paper discusses possible (algebraic) commutation relations in the Lagrangian quantum theory of free fields, including scalar, spinor, and vector fields. These relations are considered from a purely mathematical perspective, without exploring their physical consequences. 

The main sources for these commutation relations are the Heisenberg equations/relations for the dynamical variables and a specific condition for the uniqueness of the operators of these dynamical variables with respect to a certain class of Lagrangians. The paper specifically mentions the ""paracommutation relations"" as a possible outcome when considering the Heisenberg equations related to the momentum operator and a ""charge-symmetric"" Lagrangian. 

The paper also mentions that the specific commutation relations depend on the initial conditions and the specific form of the Lagrangian used. The ""charge-symmetric"" Lagrangians, for example, seem to best describe free fields, and the commutation relations arising from them are further explored in the paper."
How do initial atomic-scale random fluctuations affect the correlation lengths of spatial order in self-assembled quantum dots?,"  Epitaxial self-assembled quantum dots (SAQDs) are of interest for
nanostructured optoelectronic and electronic devices such as lasers,
photodetectors and nanoscale logic. Spatial order and size order of SAQDs are
important to the development of usable devices. It is likely that these two
types of order are strongly linked; thus, a study of spatial order will also
have strong implications for size order. Here a study of spatial order is
undertaken using a linear analysis of a commonly used model of SAQD formation
based on surface diffusion. Analytic formulas for film-height correlation
functions are found that characterize quantum dot spatial order and
corresponding correlation lengths that quantify order. Initial atomic-scale
random fluctuations result in relatively small correlation lengths (about two
dots) when the effect of a wetting potential is negligible; however, the
correlation lengths diverge when SAQDs are allowed to form at a near-critical
film height. The present work reinforces previous findings about anisotropy and
SAQD order and presents as explicit and transparent mechanism for ordering with
corresponding analytic equations. In addition, SAQD formation is by its nature
a stochastic process, and various mathematical aspects regarding statistical
analysis of SAQD formation and order are presented.
",0704.0067,Initial atomic-scale random fluctuations result in relatively small correlation lengths (about two dots) when the effect of a wetting potential is negligible.
