question,abstract,id,transformer_answer,info_density_answer,info_density_abstract,subject_proportion_answer,subject_proportion_abstract,ner_proportion_answer,ner_proportion_abstract
What is the expected maximum memory used to decode a sequence of length $n$ with an $m$-state HMM using the on-line Viterbi algorithm compared to the classical Viterbi algorithm?,"  In this paper, we introduce the on-line Viterbi algorithm for decoding hidden
Markov models (HMMs) in much smaller than linear space. Our analysis on
two-state HMMs suggests that the expected maximum memory used to decode
sequence of length $n$ with $m$-state HMM can be as low as $\Theta(m\log n)$,
without a significant slow-down compared to the classical Viterbi algorithm.
Classical Viterbi algorithm requires $O(mn)$ space, which is impractical for
analysis of long DNA sequences (such as complete human genome chromosomes) and
for continuous data streams. We also experimentally demonstrate the performance
of the on-line Viterbi algorithm on a simple HMM for gene finding on both
simulated and real DNA sequences.
",0704.0062,line Viterbi algorithm. Our algorithm is based on eﬃcient detec,0.06,0.52,0.1,0.06422018348623854,0.1,0.06422018348623854
What are the ongoing efforts to substantiate the early findings of possible neutrinoless double beta decay from 76Ge?,"  Neutrinoless double beta decay is one of the most sensitive approaches in
non-accelerator particle physics to take us into a regime of physics beyond the
standard model. This article is a brief review of the experiments in search of
neutrinoless double beta decay from 76Ge. Following a brief introduction of the
process of double beta decay from 76Ge, the results of the very first
experiments IGEX and Heidelberg-Moscow which give indications of the existence
of possible neutrinoless double beta decay mode has been reviewed. Then ongoing
efforts to substantiate the early findings are presented and the Majorana
experiment as a future experimental approach which will allow a very detailed
study of the neutrinoless decay mode is discussed.
",0704.0063,"beta decay experiment: Prospects for next generation experiments”, C.E.Aalseth et al., R [1] “Search for neutrinoless double beta decay with enriched 76Ge in Gran Sasso 1990",0.15,0.48,0.0,0.05128205128205128,0.2727272727272727,0.06837606837606838
What is the geometrical interpretation of the nilpotent symmetry invariance in the Lagrangian densities of (non-)Abelian 1-form gauge theories within the superfield formalism?,"  We capture the off-shell as well as the on-shell nilpotent
Becchi-Rouet-Stora-Tyutin (BRST) and anti-BRST symmetry invariance of the
Lagrangian densities of the four (3 + 1)-dimensional (4D) (non-)Abelian 1-form
gauge theories within the framework of the superfield formalism. In particular,
we provide the geometrical interpretations for (i) the above nilpotent symmetry
invariance, and (ii) the above Lagrangian densities, in the language of the
specific quantities defined in the domain of the above superfield formalism.
Some of the subtle points, connected with the 4D (non-)Abelian 1-form gauge
theories, are clarified within the framework of the above superfield formalism
where the 4D ordinary gauge theories are considered on the (4, 2)-dimensional
supermanifold parametrized by the four spacetime coordinates x^\mu (with \mu =
0, 1, 2, 3) and a pair of Grassmannian variables \theta and \bar\theta. One of
the key results of our present investigation is a great deal of simplification
in the geometrical understanding of the nilpotent (anti-)BRST symmetry
invariance.
",0704.0064,th] CAS,0.02,0.48,0.0,0.034722222222222224,0.5,0.06944444444444445
What is the combinatorial rule for calculating the Littlewood-Richardson polynomials in the family of rings of symmetric functions introduced in the abstract?,"  We introduce a family of rings of symmetric functions depending on an
infinite sequence of parameters. A distinguished basis of such a ring is
comprised by analogues of the Schur functions. The corresponding structure
coefficients are polynomials in the parameters which we call the
Littlewood-Richardson polynomials. We give a combinatorial rule for their
calculation by modifying an earlier result of B. Sagan and the author. The new
rule provides a formula for these polynomials which is manifestly positive in
the sense of W. Graham. We apply this formula for the calculation of the
product of equivariant Schubert classes on Grassmannians which implies a
stability property of the structure coefficients. The first manifestly positive
formula for such an expansion was given by A. Knutson and T. Tao by using
combinatorics of puzzles while the stability property was not apparent from
that formula. We also use the Littlewood-Richardson polynomials to describe the
multiplication rule in the algebra of the Casimir elements for the general
linear Lie algebra in the basis of the quantum immanants constructed by A.
Okounkov and G. Olshanski.
",0704.0065," ﬁnite sequence of parameters. A distinguished basis of such a ring is comprised by analogues of the Schur functions. The corresponding structure coeﬃcients are polynomials in the parameters which'
",0.14,0.69,0.10344827586206896,0.045714285714285714,0.034482758620689655,0.07428571428571429
What are the possible commutation relations in the Lagrangian quantum theory of free fields and how do they relate to the Heisenberg equations and uniqueness requirements for operators?,"  Possible (algebraic) commutation relations in the Lagrangian quantum theory
of free (scalar, spinor and vector) fields are considered from mathematical
view-point. As sources of these relations are employed the Heisenberg
equations/relations for the dynamical variables and a specific condition for
uniqueness of the operators of the dynamical variables (with respect to some
class of Lagrangians). The paracommutation relations or some their
generalizations are pointed as the most general ones that entail the validity
of all Heisenberg equations. The simultaneous fulfillment of the Heisenberg
equations and the uniqueness requirement turn to be impossible. This problem is
solved via a redefinition of the dynamical variables, similar to the normal
ordering procedure and containing it as a special case. That implies
corresponding changes in the admissible commutation relations. The introduction
of the concept of the vacuum makes narrow the class of the possible commutation
relations; in particular, the mentioned redefinition of the dynamical variables
is reduced to normal ordering. As a last restriction on that class is imposed
the requirement for existing of an effective procedure for calculating vacuum
mean values. The standard bilinear commutation relations are pointed as the
only known ones that satisfy all of the mentioned conditions and do not
contradict to the existing data.
",0704.0066,point. As sources of these relations are employed the Heisenberg equations/relations for the dynamical variables and a speciﬁc condition for uniqueness of the operators of the dynamical variables (with respect to some class of Lagrangians). The paracommutation relations or some their gen,0.16,0.78,0.023255813953488372,0.03864734299516908,0.023255813953488372,0.014492753623188406
How do initial atomic-scale random fluctuations affect the correlation lengths of spatial order in self-assembled quantum dots?,"  Epitaxial self-assembled quantum dots (SAQDs) are of interest for
nanostructured optoelectronic and electronic devices such as lasers,
photodetectors and nanoscale logic. Spatial order and size order of SAQDs are
important to the development of usable devices. It is likely that these two
types of order are strongly linked; thus, a study of spatial order will also
have strong implications for size order. Here a study of spatial order is
undertaken using a linear analysis of a commonly used model of SAQD formation
based on surface diffusion. Analytic formulas for film-height correlation
functions are found that characterize quantum dot spatial order and
corresponding correlation lengths that quantify order. Initial atomic-scale
random fluctuations result in relatively small correlation lengths (about two
dots) when the effect of a wetting potential is negligible; however, the
correlation lengths diverge when SAQDs are allowed to form at a near-critical
film height. The present work reinforces previous findings about anisotropy and
SAQD order and presents as explicit and transparent mechanism for ordering with
corresponding analytic equations. In addition, SAQD formation is by its nature
a stochastic process, and various mathematical aspects regarding statistical
analysis of SAQD formation and order are presented.
",0704.0067,"assembled quantum dots during initial stages of growth has been studied using a common model of surface diffusion with stochastic initial conditions. It has been shown that correlation functions of small surface height ﬂuctuations can be predicted'
",0.21,0.91,0.05405405405405406,0.0707070707070707,0.0,0.015151515151515152
What open question from Petojevic 2006 did the authors answer in this note?,"  In the article [Petojevic 2006], A. Petojevi\' c verified useful properties
of the $K_{i}(z)$ functions which generalize Kurepa's [Kurepa 1971] left
factorial function. In this note, we present simplified proofs of two of these
results and we answer the open question stated in [Petojevic 2006]. Finally, we
discuss the differential transcendency of the $K_{i}(z)$ functions.
",0704.0068,,0.01,0.27,0.0,0.0625,0.0,0.0625
What conditions must be met in order for a subsheaf to have the same cohomology as the sheaf containing it in the context of constructing invariant dynamical objects for a smooth self map of a compact manifold?,"  The goal of this paper is to construct invariant dynamical objects for a (not
necessarily invertible) smooth self map of a compact manifold. We prove a
result that takes advantage of differences in rates of expansion in the terms
of a sheaf cohomological long exact sequence to create unique lifts of finite
dimensional invariant subspaces of one term of the sequence to invariant
subspaces of the preceding term. This allows us to take invariant cohomological
classes and under the right circumstances construct unique currents of a given
type, including unique measures of a given type, that represent those classes
and are invariant under pullback. A dynamically interesting self map may have a
plethora of invariant measures, so the uniquess of the constructed currents is
important. It means that if local growth is not too big compared to the growth
rate of the cohomological class then the expanding cohomological class gives
sufficient ""marching orders"" to the system to prohibit the formation of any
other such invariant current of the same type (say from some local dynamical
subsystem). Because we use subsheaves of the sheaf of currents we give
conditions under which a subsheaf will have the same cohomology as the sheaf
containing it. Using a smoothing argument this allows us to show that the sheaf
cohomology of the currents under consideration can be canonically identified
with the deRham cohomology groups. Our main theorem can be applied in both the
smooth and holomorphic setting.
",0704.0069," tains the sheaf of smooth k forms on X, and that B(U ) is closed under smears on any n",0.11,0.94,0.1111111111111111,0.06198347107438017,0.0,0.004132231404958678
What are the implications of the dipole transition frequencies matching the oscillation of the persistent current in narrow quantum rings with two electrons?,"  The fractional Aharonov-Bohm oscillation (FABO) of narrow quantum rings with
two electrons has been studied and has been explained in an analytical way, the
evolution of the period and amplitudes against the magnetic field can be
exactly described. Furthermore, the dipole transition of the ground state was
found to have essentially two frequencies, their difference appears as an
oscillation matching the oscillation of the persistent current exactly. A
number of equalities relating the observables and dynamical parameters have
been found.
",0704.0070, s e m . t a m ,0.01,0.38,0.0,0.06172839506172839,0.0,0.037037037037037035
What are some common features and differences between pairs of languages from the World Atlas of Language Structures?,"  No abstract given; compares pairs of languages from World Atlas of Language
Structures.
",0704.0071,"Jörg Bibiko.'
",0.02,0.09,0.0,0.0,0.5,0.07692307692307693
How does the proposed method for finding solutions of nonlinear PDEs in closed form differ from existing methods?,"  In present paper we propose seemingly new method for finding solutions of
some types of nonlinear PDEs in closed form. The method is based on
decomposition of nonlinear operators on sequence of operators of lower orders.
It is shown that decomposition process can be done by iterative procedure(s),
each step of which is reduced to solution of some auxiliary PDEs system(s) for
one dependent variable. Moreover, we find on this way the explicit expression
of the first-order PDE(s) for first integral of decomposable initial PDE.
Remarkably that this first-order PDE is linear if initial PDE is linear in its
highest derivatives.
  The developed method is implemented in Maple procedure, which can really
solve many of different order PDEs with different number of independent
variables. Examples of PDEs with calculated their general solutions demonstrate
a potential of the method for automatic solving of nonlinear PDEs.
",0704.0072," dependent variables. Examples of PDEs with calculated their general solutions demonstrate a potential of the method for automatic solving of nonlinear PDEs. 1 Introduction Nonlinear partial diﬀerential equations (PDEs) play very important role in many ﬁelds of mathematics, physics, chemistry, and biology, and numerous applica",0.29,0.64,0.045454545454545456,0.06293706293706294,0.0,0.03496503496503497
What is the curvature condition that implies Kollár type cohomology injectivity theorems in the context of a compact Kähler manifold?,"  We treat Koll\'ar's injectivity theorem from the analytic (or differential
geometric) viewpoint. More precisely, we give a curvature condition which
implies Koll\'ar type cohomology injectivity theorems. Our main theorem is
formulated for a compact K\""ahler manifold, but the proof uses the space of
harmonic forms on a Zariski open set with a suitable complete K\""ahler metric.
We need neither covering tricks, desingularizations, nor Leray's spectral
sequence.
",0704.0073," lytic (or diﬀerential geometric) viewpoint. More precisely, we give a curvature condition which implies Koll´ar type cohomology injec",0.12,0.39,0.11764705882352941,0.0967741935483871,0.058823529411764705,0.03225806451612903
What are the applications of Morita $\alpha$-contexts to $\ast$-modules and injective right wide Morita contexts?,"  This paper is an exposition of the so-called injective Morita contexts (in
which the connecting bimodule morphisms are injective) and Morita
$\alpha$contexts (in which the connecting bimodules enjoy some local
projectivity in the sense of Zimmermann-Huisgen). Motivated by situations in
which only one trace ideal is in action, or the compatibility between the
bimodule morphisms is not needed, we introduce the notions of Morita
semi-contexts and Morita data, and investigate them. Injective Morita data will
be used (with the help of static and adstatic modules) to establish
equivalences between some intersecting subcategories related to subcategories
of modules that are localized or colocalized by trace ideals of a Morita datum.
We end up with applications of Morita $\alpha$-contexts to $\ast$-modules and
injective right wide Morita contexts.
",0704.0074, egories of modules that are localized or colocalized by trace ideals of a Morita datum. We end up with applications of Morita α,0.11,0.44,0.08695652173913043,0.072,0.043478260869565216,0.032
What are the implications of the experimental progress in heavy baryons on our understanding of their internal structure and quantum numbers?,"  There has been important experimental progress in the sector of heavy baryons
in the past several years. We study the strong decays of the S-wave, P-wave,
D-wave and radially excited charmed baryons using the $^3P_0$ model. After
comparing the calculated decay pattern and total width with the available data,
we discuss the possible internal structure and quantum numbers of those charmed
baryons observed recently.
",0704.0075," tures using the present experimental information, we study the strong decay pattern of the excited charmed baryons systematically in this work. In the past decades, there has been some research work on heavy baryons The quantum numbers and decay widths of S",0.21,0.33,0.023809523809523808,0.030303030303030304,0.023809523809523808,0.030303030303030304
What are possible signatures for other sources of CP violation and new flavor-changing operators in precision tests of the Kobayashi-Maskawa model?,"  Precision tests of the Kobayashi-Maskawa model of CP violation are discussed,
pointing out possible signatures for other sources of CP violation and for new
flavor-changing operators. The current status of the most accurate tests is
summarized.
",0704.0076," p e h [ 2 v 6 7 0 0 . 4 0 7 0 : v i X r a October 27, 2018 17:34 WSPC/INSTRUCTION FILE CP",0.09,0.16,0.0,0.05263157894736842,0.42857142857142855,0.02631578947368421
"Question: How does the introduction of Fundamental Forces in our models of relativity and space-time provide a new perspective on the General Theory of Relativity and Einstein's Equation, ultimately leading to a resolution of the Dark Energy problem?","  The Dark Energy problem is forcing us to re-examine our models and our
understanding of relativity and space-time. Here a novel idea of Fundamental
Forces is introduced. This allows us to perceive the General Theory of
Relativity and Einstein's Equation from a new pesrpective. In addition to
providing us with an improved understanding of space and time, it will be shown
how it leads to a resolution of the Dark Energy problem.
",0704.0077," 110025, India (e",0.02,0.3,0.0,0.06756756756756757,1.0,0.04054054054054054
"What are the implications of background symmetries on the study of linear perturbations of matched spacetimes, particularly in the context of spherically symmetric n-dimensional spacetimes with boundary layers such as brane world models and shell cosmologies?","  We present a critical review about the study of linear perturbations of
matched spacetimes including gauge problems. We analyse the freedom introduced
in the perturbed matching by the presence of background symmetries and revisit
the particular case of spherically symmetry in n-dimensions. This analysis
includes settings with boundary layers such as brane world models and shell
cosmologies.
",0704.0078, ticular case of spherically symmetry in n,0.05,0.34,0.0,0.034482758620689655,0.0,0.0
What is the classification of nonselfadjoint operator algebras with generators subject to unitary commutation relations in terms of the matrix $u$?,"  We define nonselfadjoint operator algebras with generators $L_{e_1},...,
L_{e_n}, L_{f_1},...,L_{f_m}$ subject to the unitary commutation relations of
the form \[ L_{e_i}L_{f_j} = \sum_{k,l} u_{i,j,k,l} L_{f_l}L_{e_k}\] where $u=
(u_{i,j,k,l})$ is an $nm \times nm$ unitary matrix. These algebras, which
generalise the analytic Toeplitz algebras of rank 2 graphs with a single
vertex, are classified up to isometric isomorphism in terms of the matrix $u$.
",0704.0079,"mail: s.power@lancaster.ac.uk Baruch Solel‡ Technion Department of Mathematics Haifa 32000, Israel E",0.08,0.27,0.2222222222222222,0.07407407407407407,0.2222222222222222,0.09259259259259259
"What is the relationship between the globular cluster mass function in the Milky Way and cluster half-mass density, and how does this impact the turnover mass and width of the mass function?","  We show that the globular cluster mass function (GCMF) in the Milky Way
depends on cluster half-mass density (rho_h) in the sense that the turnover
mass M_TO increases with rho_h while the width of the GCMF decreases. We argue
that this is the expected signature of the slow erosion of a mass function that
initially rose towards low masses, predominantly through cluster evaporation
driven by internal two-body relaxation. We find excellent agreement between the
observed GCMF -- including its dependence on internal density rho_h, central
concentration c, and Galactocentric distance r_gc -- and a simple model in
which the relaxation-driven mass-loss rates of clusters are approximated by
-dM/dt = mu_ev ~ rho_h^{1/2}. In particular, we recover the well-known
insensitivity of M_TO to r_gc. This feature does not derive from a literal
``universality'' of the GCMF turnover mass, but rather from a significant
variation of M_TO with rho_h -- the expected outcome of relaxation-driven
cluster disruption -- plus significant scatter in rho_h as a function of r_gc.
Our conclusions are the same if the evaporation rates are assumed to depend
instead on the mean volume or surface densities of clusters inside their tidal
radii, as mu_ev ~ rho_t^{1/2} or mu_ev ~ Sigma_t^{3/4} -- alternative
prescriptions that are physically motivated but involve cluster properties
(rho_t and Sigma_t) that are not as well defined or as readily observable as
rho_h. In all cases, the normalization of mu_ev required to fit the GCMF
implies cluster lifetimes that are within the range of standard values
(although falling towards the low end of this range). Our analysis does not
depend on any assumptions or information about velocity anisotropy in the
globular cluster system.
",0704.0080," o r t s a [ 4 v 0 8 0 0 . 4 0 7 0 : v i X r a THE ASTROPHYSICAL JOURNAL, 679:1272–1287, 2008 JUNE 1 Preprint typeset using LATEX style emulateapj v. 08/22/09 SHAPING THE GLOBULAR CLUSTER MASS FUNCTION BY STELLAR",0.18,1.0,0.034482758620689655,0.05138339920948617,0.20689655172413793,0.023715415019762844
What are the implications of the twisted deformations of Abelian and Jordanian types on the D=4 Lorentz and Poincare algebras?,"  We discussed quantum deformations of D=4 Lorentz and Poincare algebras. In
the case of Poincare algebra it is shown that almost all classical r-matrices
of S. Zakrzewski classification correspond to twisted deformations of Abelian
and Jordanian types. A part of twists corresponding to the r-matrices of
Zakrzewski classification are given in explicit form.
",0704.0081,"matrix, and c is a numerical coeﬃcient, c 6= 0. It is evident that the Abelian twist (2.3) is globally r",0.09,0.24,0.2222222222222222,0.07547169811320754,0.16666666666666666,0.11320754716981132
"What are the dynamical properties of bright solitons with a finite background in the F=1 spinor Bose-Einstein condensate, and how do they differ based on the classification into domain-wall (DW) type and phase-shift (PS) type solitons?","  We investigate dynamical properties of bright solitons with a finite
background in the F=1 spinor Bose-Einstein condensate (BEC), based on an
integrable spinor model which is equivalent to the matrix nonlinear
Schr\""{o}dinger equation with a self-focusing nonlineality. We apply the
inverse scattering method formulated for nonvanishing boundary conditions. The
resulting soliton solutions can be regarded as a generalization of those under
vanishing boundary conditions. One-soliton solutions are derived in an explicit
manner. According to the behaviors at the infinity, they are classified into
two kinds, domain-wall (DW) type and phase-shift (PS) type. The DW-type implies
the ferromagnetic state with nonzero total spin and the PS-type implies the
polar state, where the total spin amounts to zero. We also discuss two-soliton
collisions. In particular, the spin-mixing phenomenon is confirmed in a
collision involving the DW-type. The results are consistent with those of the
previous studies for bright solitons under vanishing boundary conditions and
dark solitons. As a result, we establish the robustness and the usefulness of
the multiple matter-wave solitons in the spinor BECs.
",0704.0082,Wave Bright Solitons with a Finite Background in Spinor Bose,0.07,0.73,0.0,0.04945054945054945,0.1,0.03296703296703297
How does the concept of dynamically evolving extra dimensions contribute to the acceleration of inflationary cosmologies generated by cosmological instantons?,"  The path integral over Euclidean geometries for the recently suggested
density matrix of the Universe is shown to describe a microcanonical ensemble
in quantum cosmology. This ensemble corresponds to a uniform (weight one)
distribution in phase space of true physical variables, but in terms of the
observable spacetime geometry it is peaked about complex saddle-points of the
{\em Lorentzian} path integral. They are represented by the recently obtained
cosmological instantons limited to a bounded range of the cosmological
constant. Inflationary cosmologies generated by these instantons at late stages
of expansion undergo acceleration whose low-energy scale can be attained within
the concept of dynamically evolving extra dimensions. Thus, together with the
bounded range of the early cosmological constant, this cosmological ensemble
suggests the mechanism of constraining the landscape of string vacua and,
simultaneously, a possible solution to the dark energy problem in the form of
the quasi-equilibrium decay of the microcanonical state of the Universe.
",0704.0083," tialized under the same conditions, e.g. same equilibration time, energy density and velocity proﬁle, indicate that in a viscous dynamics, energy density or temperature of the ﬂuid evolve slowly, than in an ideal ﬂuid. Cooling gets slower as viscosity increases. Transverse expansion also increases in a viscous dynamics. For the ﬁrst time we have also studied elliptic ﬂow of ’quarks’ in causal viscous dynamics. It is shown that elliptic'
",0.31,0.75,0.058823529411764705,0.038461538461538464,0.0,0.019230769230769232
What is the relationship between the density blowup and the formation of close-packed clusters of particles in a freely cooling dilute granular gas?,"  We employ granular hydrodynamics to investigate a paradigmatic problem of
clustering of particles in a freely cooling dilute granular gas. We consider
large-scale hydrodynamic motions where the viscosity and heat conduction can be
neglected, and one arrives at the equations of ideal gas dynamics with an
additional term describing bulk energy losses due to inelastic collisions. We
employ Lagrangian coordinates and derive a broad family of exact non-stationary
analytical solutions that depend only on one spatial coordinate. These
solutions exhibit a new type of singularity, where the gas density blows up in
a finite time when starting from smooth initial conditions. The density blowups
signal formation of close-packed clusters of particles. As the density blow-up
time $t_c$ is approached, the maximum density exhibits a power law $\sim
(t_c-t)^{-2}$. The velocity gradient blows up as $\sim - (t_c-t)^{-1}$ while
the velocity itself remains continuous and develops a cusp (rather than a shock
discontinuity) at the singularity. The gas temperature vanishes at the
singularity, and the singularity follows the isobaric scenario: the gas
pressure remains finite and approximately uniform in space and constant in time
close to the singularity. An additional exact solution shows that the density
blowup, of the same type, may coexist with an ""ordinary"" shock, at which the
hydrodynamic fields are discontinuous but finite. We confirm stability of the
exact solutions with respect to small one-dimensional perturbations by solving
the ideal hydrodynamic equations numerically. Furthermore, numerical solutions
show that the local features of the density blowup hold universally,
independently of details of the initial and boundary conditions.
",0704.0084,"dimensional granular medium,” Phys. Rev. E 53, 5089 (1996). 12 R. Brito and M. H. Ernst, “Extension of Haﬀ’s cooling law in granular ﬂows,” Europhys. Lett. 43, 497 (1998). 13 J. J. Brey, M. J. Ruiz",0.17,1.1,0.0,0.0622568093385214,0.6,0.011673151750972763
"What is the significance of the universality property of covariant field theory in space-time expanded around pp-wave backgrounds, particularly in the context of bosonic string theory?","  We discuss a universality property of any covariant field theory in
space-time expanded around pp-wave backgrounds. According to this property the
space-time lagrangian density evaluated on a restricted set of field
configurations, called universal sector, turns out to be same around all the
pp-waves, even off-shell, with same transverse space and same profiles for the
background scalars. In this paper we restrict our discussion to tensorial
fields only. In the context of bosonic string theory we consider on-shell
pp-waves and argue that universality requires the existence of a universal
sector of world-sheet operators whose correlation functions are insensitive to
the pp-wave nature of the metric and the background gauge flux. Such results
can also be reproduced using the world-sheet conformal field theory. We also
study such pp-waves in non-polynomial closed string field theory (CSFT). In
particular, we argue that for an off-shell pp-wave ansatz with flat transverse
space and dilaton independent of transverse coordinates the field redefinition
relating the low energy effective field theory and CSFT with all the massive
modes integrated out is at most quadratic in fields. Because of this
simplification it is expected that the off-shell pp-waves can be identified on
the two sides. Furthermore, given the massless pp-wave field configurations, an
iterative method for computing the higher massive modes using the CSFT
equations of motion has been discussed. All our bosonic string theory analyses
can be generalised to the common Neveu-Schwarz sector of superstrings.
",0704.0085,2007,0.0,0.89,0.0,0.04296875,0.0,0.01171875
What is the main result of the functional limit theorem for $K_n(t)$ in the stochastic model of one-dimensional gas clustering?,"  We give a quantitative analysis of clustering in a stochastic model of
one-dimensional gas. At time zero, the gas consists of $n$ identical particles
that are randomly distributed on the real line and have zero initial speeds.
Particles begin to move under the forces of mutual attraction. When particles
collide, they stick together forming a new particle, called cluster, whose mass
and speed are defined by the laws of conservation. We are interested in the
asymptotic behavior of $K_n(t)$ as $n\to \infty$, where $K_n(t)$ denotes the
number of clusters at time $t$ in the system with $n$ initial particles. Our
main result is a functional limit theorem for $K_n(t)$. Its proof is based on
the discovered localization property of the aggregation process, which states
that the behavior of each particle is essentially defined by the motion of
neighbor particles.
",0704.0086,dimensional distributions of the non,0.03,0.62,0.0,0.09848484848484848,0.0,0.030303030303030304
What is the significance of the harmonic map $u$ in the context of the geometric boundaries of hyperbolic spaces $H^m$ and $H^n$?,"  Our main result in this paper is the following: Given $H^m, H^n$ hyperbolic
spaces of dimensional $m$ and $n$ corresponding, and given a Holder function
$f=(s^1,...,f^{n-1}):\partial H^m\to \partial H^n$ between geometric boundaries
of $H^m$ and $H^n$. Then for each $\epsilon >0$ there exists a harmonic map
$u:H^m\to H^n$ which is continuous up to the boundary (in the sense of
Euclidean) and $u|_{\partial H^m}=(f^1,...,f^{n-1},\epsilon)$.
",0704.0087,,0.01,0.23,0.0,0.041666666666666664,0.0,0.125
"What is the relationship between the spectral, energetical, and temporal characteristics of radiation in the presence of the photonic flame effect and the use of artificial opal on Cu plate at low temperatures?","  The results of the spectral, energetical and temporal characteristics of
radiation in the presence of the photonic flame effect are presented.
Artificial opal posed on Cu plate at the temperature of liquid nitrogen boiling
point (77 K) being irradiated by nanosecond ruby laser pulse produces long-
term luminiscence with a duration till ten seconds with a finely structured
spectrum in the the antistocks part of the spectrum. Analogous visible
luminescence manifesting time delay appeared in other samples of the artificial
opals posed on the same plate. In the case of the opal infiltrated with
different nonlinear liquids the threshold of the luminiscence is reduced and
the spatial disribution of the bright emmiting area on the opal surface is
being changed. In the case of the putting the frozen nonlinear liquids on the
Cu plate long-term blue bright luminiscence took place in the frozen species of
the liquids. Temporal characteristics of this luminiscence are nearly the same
as in opal matrixes.
",0704.0088," term luminiscence with a'
",0.02,0.72,0.0,0.0440251572327044,0.0,0.018867924528301886
How is the kernel estimator determined objectively during the calibration of an experimental setup for statistical modeling of physical laws?,"  Statistical modeling of experimental physical laws is based on the
probability density function of measured variables. It is expressed by
experimental data via a kernel estimator. The kernel is determined objectively
by the scattering of data during calibration of experimental setup. A physical
law, which relates measured variables, is optimally extracted from experimental
data by the conditional average estimator. It is derived directly from the
kernel estimator and corresponds to a general nonparametric regression. The
proposed method is demonstrated by the modeling of a return map of noisy
chaotic data. In this example, the nonparametric regression is used to predict
a future value of chaotic time series from the present one. The mean predictor
error is used in the definition of predictor quality, while the redundancy is
expressed by the mean square distance between data points. Both statistics are
used in a new definition of predictor cost function. From the minimum of the
predictor cost function, a proper number of data in the model is estimated.
",0704.0089," g(x − xn, σ) = 1 √2π σ exp (cid:20)− (x xn)2 − 2σ . (cid:21) (2) trary to Parzen take into account at the description of with some standard deviation σ dependent on N . Parzen’s estimator f (x) = 1 N N Xn=1 g(x − xn, σ(N )). (3) the kernel the scattering of data caused by measurement procedure and describe the estimator performance by the entrop of information. An acqusition of a measured datum can generally be is therefore biased,[2]'
",0.32,0.66,0.03278688524590164,0.06626506024096386,0.11475409836065574,0.0
How does the use of Real Options for Project Schedules (ROPS) and Trading in Risk Dimensions (TRD) algorithms contribute to the development of relative risk analysis among projects?,"  Real Options for Project Schedules (ROPS) has three recursive
sampling/optimization shells. An outer Adaptive Simulated Annealing (ASA)
optimization shell optimizes parameters of strategic Plans containing multiple
Projects containing ordered Tasks. A middle shell samples probability
distributions of durations of Tasks. An inner shell samples probability
distributions of costs of Tasks. PATHTREE is used to develop options on
schedules.. Algorithms used for Trading in Risk Dimensions (TRD) are applied to
develop a relative risk analysis among projects.
",0704.0090,,0.01,0.47,0.0,0.05194805194805195,0.0,0.09090909090909091
What are the implications of embedding countable groups into finitely generated groups with Kazhdan's property (T) and only two conjugacy classes?,"  We combine classical methods of combinatorial group theory with the theory of
small cancellations over relatively hyperbolic groups to construct finitely
generated torsion-free groups that have only finitely many classes of conjugate
elements. Moreover, we present several results concerning embeddings into such
groups.
  As another application of these techniques, we prove that every countable
group $C$ can be realized as a group of outer automorphisms of a group $N$,
where $N$ is a finitely generated group having Kazhdan's property (T) and
containing exactly two conjugacy classes.
",0704.0091,,0.01,0.41,0.0,0.05952380952380952,0.0,0.047619047619047616
"What is the relationship between the energy density, chemical potential, and temperature in the recently proposed formulation of overlap fermions at finite density?","  We study a recently proposed formulation of overlap fermions at finite
density. In particular we compute the energy density as a function of the
chemical potential and the temperature. It is shown that overlap fermions with
chemical potential reproduce the correct continuum behavior.
",0704.0092," p e h [ 2 v 2 9 0 0 . 4 0 7 0 : v i X r a Energy density for chiral lattice fermions with chemical potential Christof Gattringera and Ludovit Liptakb aInstitut f¨ur Physik, FB Theoretische Physik, Universit¨at Graz, Universit¨atsplatz 5, 8010 Graz, Austria bInstitute of Physics, Slovak Academy of Sciences, D´ubravsk´a cesta 9, 845 11 Bratislava 45, Slovak Republic We study a recently proposed formulation of overlap fermions at ﬁnite density. In particular we compute'
",0.39,0.2,0.034482758620689655,0.09302325581395349,0.2413793103448276,0.0
"What are some misconceptions regarding the role of phonons in the electronic self-energy effects seen in high-$T_c$ cuprate superconductors, and how do experimental evidences and simulations refute these arguments?","  Lattice contribution to the electronic self-energy in complex correlated
oxides is a fascinating subject that has lately stimulated lively discussions.
Expectations of electron-phonon self-energy effects for simpler materials, such
as Pd and Al, have resulted in several misconceptions in strongly correlated
oxides. Here we analyze a number of arguments claiming that phonons cannot be
the origin of certain self-energy effects seen in high-$T_c$ cuprate
superconductors via angle resolved photoemission experiments (ARPES), including
the temperature dependence, doping dependence of the renormalization effects,
the inter-band scattering in the bilayer systems, and impurity substitution. We
show that in light of experimental evidences and detailed simulations, these
arguments are not well founded.
",0704.0093,energy in complex correlated oxides is a fascinating subject that has lately stimulated lively discussions. Expectations of electron,0.12,0.56,0.1111111111111111,0.061946902654867256,0.0,0.035398230088495575
